,Channel,Watch time,Stream time,Hours streamed in 2020,Daily streamtime (hours),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language
2240,SpeedrunHypeTV,61517445,495090,8251.5,22.606849315068494,323,123,12268,4735,510598,True,False,English
2241,Halien,61491450,93840,1564.0,4.284931506849315,5480,654,143401,78523,3218714,True,False,Czech
2242,mbXtreme,61417095,87660,1461.0,4.002739726027397,4080,700,71656,31181,1629720,True,False,English
2243,elHolaSilver,61298205,76260,1271.0,3.4821917808219176,3398,803,101985,99553,1626392,True,False,Spanish
2244,deco966,61285320,98580,1643.0,4.501369863013698,4146,621,78640,27704,5115325,True,False,Russian
2245,小舞 (nein1203),61194090,81945,1365.75,3.7417808219178084,4967,746,41255,17182,2127754,True,True,Chinese
2246,thisEguy,61187685,77160,1286.0,3.5232876712328767,11890,792,132433,15737,3947101,True,True,German
2247,imviolet_,61174890,111765,1862.75,5.103424657534247,3906,546,294607,228877,3011477,True,False,Italian
2248,theonlymonto,61135350,43710,728.5,1.9958904109589042,9239,1398,191684,114988,1010443,True,True,English
2249,카게후미 (pakusyo),61121415,247230,4120.5,11.289041095890411,1683,246,15707,3773,1763898,True,False,Korean
2250,kekkobomba,61086165,93420,1557.0,4.265753424657534,3675,653,340493,184585,3270707,True,False,Italian
2251,나초__ (nannanacho),61083585,114255,1904.25,5.217123287671233,3198,534,32243,20695,1173768,False,False,Korean
2252,Veni,61060365,138150,2302.5,6.308219178082192,5800,441,374706,71044,2824190,True,True,German
2253,physicalgamerz,61037310,67710,1128.5,3.091780821917808,4420,901,165618,141045,561420,True,False,English
2254,X33N,61032375,99495,1658.25,4.543150684931507,2292,612,87170,25476,876410,True,True,English
2255,eaJParkOfficial,60899565,8880,148.0,0.4054794520547945,23459,6857,335424,259908,1625944,False,False,English
2256,DerWegrenner,60898410,151140,2519.0,6.901369863013699,1741,402,47637,10991,1068569,True,True,German
2257,WoolieGaming,60878310,50565,842.75,2.308904109589041,6255,1203,77243,56975,903973,True,False,English
2258,Milschbaum,60870180,52830,880.5,2.4123287671232876,6818,1151,178530,74998,5031090,True,False,German
2259,swimy,60856470,22785,379.75,1.0404109589041095,14956,2670,304923,190770,708179,True,False,Arabic
2260,갓샤인1 (juyoung1114),60821505,137775,2296.25,6.291095890410959,928,441,17254,1510,1348514,True,False,Korean
2261,Olsior,60720735,50835,847.25,2.3212328767123287,12544,1193,86591,57235,3461301,True,False,Russian
2262,tonolaoveja,60707805,62265,1037.75,2.8431506849315067,8100,974,121205,114434,1593522,True,True,Spanish
2263,GCXEvent,60707730,10890,181.5,0.49726027397260275,41113,5573,231163,30083,3736820,True,False,English
2264,MerlinChess,60707070,54540,909.0,2.4904109589041097,2914,1112,44706,21483,941243,True,True,Russian
2265,yumytv,60657120,141600,2360.0,6.465753424657534,4606,427,46659,40139,1746976,True,True,English
2266,ImNio,60646995,107400,1790.0,4.904109589041096,21644,564,178821,72007,850482,True,False,English
2267,berleezy,60643350,14880,248.0,0.6794520547945205,13082,4074,265245,193115,659127,True,True,English
2268,Cope,60642150,111735,1862.25,5.102054794520548,2133,542,34787,22282,638706,True,True,English
2269,TwitchFarming,60631740,53025,883.75,2.421232876712329,4531,1142,71304,56414,1265798,True,False,German
2270,DavidAUS,60601860,131100,2185.0,5.986301369863014,1466,461,87946,57059,1796122,True,False,Italian
2271,SuperPunch,60589335,17625,293.75,0.8047945205479452,13131,3437,16973,16881,22282304,True,False,English
2272,Emma,60562245,71910,1198.5,3.2835616438356166,7752,841,164177,22573,1082348,True,False,English
2273,ashlynn,60547575,66660,1111.0,3.043835616438356,4501,907,171148,9337,1271125,True,False,English
2274,TeamleSS,60529695,101340,1689.0,4.627397260273972,2054,596,54771,24461,3403634,True,False,Russian
2275,CyberLiveArena11,60476190,363810,6063.5,16.612328767123287,6563,165,10174,9575,19100965,False,False,English
2276,CovertGG,60469590,91275,1521.25,4.167808219178082,18761,661,32187,8831,13749997,True,False,English
2277,VarsityGaming,60467655,59265,987.75,2.706164383561644,4102,1019,458355,209854,1428935,True,False,English
2278,Ahmed_show,60465120,31500,525.0,1.4383561643835616,9182,1918,286003,173792,885182,True,False,Arabic
2279,Autophil,60420480,147015,2450.25,6.713013698630137,8808,410,59820,40150,1359653,True,True,German
2280,Afro,60390990,138405,2306.75,6.3198630136986305,7823,436,88934,18899,1257729,True,True,English
2281,ZkMushroom,60380235,152820,2547.0,6.978082191780822,2367,394,88296,53327,1103838,True,False,English
2282,gamersclubcs,60377775,40275,671.25,1.8390410958904109,22071,1498,295896,63418,5298009,True,False,Portuguese
2283,PumuscorHD,60369645,59775,996.25,2.7294520547945207,4940,1009,166035,114502,1700579,True,False,Spanish
2284,dangerlyoha,60366225,32430,540.5,1.4808219178082191,24317,1860,283895,229647,3297737,True,False,Russian
2285,ale_apoka,60345615,50925,848.75,2.3253424657534247,8349,1184,82444,79046,1568849,True,False,Portuguese
2286,Warhammer,60333510,47340,789.0,2.1616438356164385,74696,1273,109529,42794,15619408,True,False,English
2287,TommyPervan,60296775,54690,911.5,2.4972602739726026,6712,1102,65527,44442,1852927,True,False,Spanish
2288,VISSHENKA,60293730,26520,442.0,1.210958904109589,10063,2273,196629,186126,4325435,True,True,Russian
2289,doraditox,60289320,93585,1559.75,4.273287671232877,9779,643,237158,190291,2753828,True,True,Spanish
2290,Mrhappy1227,60250920,170835,2847.25,7.800684931506849,3162,352,96732,5153,1213146,True,False,English
2291,dmbrandon,60202440,56550,942.5,2.5821917808219177,7655,1063,161425,3008,1507799,True,False,English
2292,Tomatos,60178575,94125,1568.75,4.2979452054794525,2609,638,161728,26047,2088025,True,False,Russian
2293,小熊 (yuniko0720),60070650,20970,349.5,0.9575342465753425,5546,2864,233531,15220,3583568,True,False,Chinese
2294,Ramez05,60064350,245355,4089.25,11.203424657534246,14303,244,129155,9908,1733329,True,False,English
2295,Grizzy,60052095,37965,632.75,1.7335616438356165,7341,1581,305950,231071,910555,True,False,English
2296,JesseCox,60028320,49635,827.25,2.2664383561643837,5556,1208,230465,22128,1177717,True,False,English
2297,Pato,60009075,24765,412.75,1.1308219178082193,13381,2422,258079,208640,1661712,True,False,Spanish
2298,Mangel,59967735,20685,344.75,0.9445205479452055,19720,2898,767805,514810,2341424,True,False,Spanish
2299,SheisouTV,59949765,54645,910.75,2.495205479452055,5145,1096,37820,19283,1398010,True,False,French
2300,SchwabbelTown,59934105,96690,1611.5,4.4150684931506845,1823,619,22674,6844,908642,True,False,German
2301,YesItsHappy,59898180,146130,2435.5,6.6726027397260275,1591,409,67067,12188,2075592,True,False,Russian
2302,HCJustin,59893395,142485,2374.75,6.506164383561644,2462,419,61701,5081,833366,True,True,English
2303,KaraCorvus,59890005,142965,2382.75,6.528082191780822,16782,418,161484,73877,1696703,True,False,English
2304,sgares,59852220,55710,928.5,2.543835616438356,8401,1074,221923,58865,1451255,True,False,English
2305,Berticuss,59787060,61815,1030.25,2.8226027397260274,3964,966,208014,108473,5128074,True,False,English
2306,Chenzo,59770380,78450,1307.5,3.5821917808219177,2498,761,38826,13478,546483,True,True,English
2307,stretch,59748495,29445,490.75,1.3445205479452054,19674,2028,337328,227146,3379116,True,True,English
2308,똘킹 (ddolking555),59739060,59190,986.5,2.702739726027397,2853,1008,181370,9174,1095885,True,False,Korean
2309,MahdiBa,59696565,19410,323.5,0.8863013698630137,12485,3075,295835,244562,1195659,True,False,French
2310,NoHandGamingYT,59666985,58290,971.5,2.6616438356164385,16745,1023,201128,83470,802240,True,False,German
2311,teaminven,59633520,18225,303.75,0.8321917808219178,43220,3271,153466,18452,3022106,True,False,Korean
2312,monkeys_forever,59617980,58185,969.75,2.6568493150684933,6335,1024,84566,8618,925822,True,False,English
2313,B_U_L_O_C_H_K_A,59552070,96075,1601.25,4.386986301369863,7889,619,193626,128705,5151460,True,False,Russian
2314,Cydonia_Chiara,59500155,51615,860.25,2.356849315068493,11489,1152,66626,34104,1248159,True,False,Italian
2315,BBXH,59484765,100275,1671.25,4.578767123287672,6094,592,128958,41474,1223489,True,False,English
2316,IMPACTWrestling,59466720,503880,8398.0,23.008219178082193,50686,117,158637,48783,1053784,True,True,English
2317,Baalorlord,59462205,109680,1828.0,5.008219178082192,1697,541,13516,5090,474844,True,True,English
2318,mistakelolz,59440770,26520,442.0,1.210958904109589,8620,2240,296373,9870,2212486,True,False,Chinese
2319,LiquidWiFi,59357205,87870,1464.5,4.012328767123288,2885,675,48688,10930,1769601,True,False,English
2320,blake,59311260,92580,1543.0,4.227397260273973,23223,640,204603,178010,2928255,True,False,English
2321,Akytio,59259975,140130,2335.5,6.398630136986301,16036,422,261317,76369,1464513,True,False,French
2322,theRyu7z,59243775,103890,1731.5,4.743835616438356,2401,569,68459,9843,1241009,True,False,French
2323,NEEXcsgo,59167350,59145,985.75,2.7006849315068493,6398,1000,135557,65430,1369471,True,False,Polish
2324,Espe,59152905,59955,999.25,2.7376712328767123,22889,986,547829,458450,5030298,True,False,Spanish
2325,Vorwenn,59135370,37785,629.75,1.7253424657534246,15512,1564,334583,246520,3602340,True,False,Spanish
2326,YOURNEWS,59113275,355965,5932.75,16.254109589041096,1110,165,1171,1107,678247,False,True,English
2327,TangoTek,59110725,30390,506.5,1.3876712328767122,15268,1944,156959,130012,1191566,True,False,English
2328,TigerYUUK,59095050,104565,1742.75,4.774657534246575,3498,564,140689,86402,1792817,True,True,Portuguese
2329,MainfinityTV,59034780,155670,2594.5,7.108219178082192,2008,378,38288,19161,4105310,True,False,Russian
2330,navioot,58986210,140505,2341.75,6.4157534246575345,2226,419,69067,7302,2348799,True,False,English
2331,서렌더 (surrenderhs),58967070,28500,475.0,1.3013698630136987,6466,2068,106889,21571,1917212,True,False,Korean
2332,CyberLiveArena12,58940700,365370,6089.5,16.683561643835617,6062,160,9488,9055,19116557,False,False,English
2333,Eisenp3lz,58924485,100545,1675.75,4.591095890410959,18587,585,151857,42514,2644580,True,False,German
2334,Vinc3ntvega,58906905,112305,1871.75,5.1280821917808215,9563,524,76138,12309,1032449,True,True,English
2335,Kunshikitty,58879260,69315,1155.25,3.165068493150685,8296,848,171639,25498,6407877,True,False,German
2336,JojoHF,58845345,15135,252.25,0.6910958904109589,15785,3887,254753,243357,4107291,True,False,Russian
2337,Adal,58830930,39525,658.75,1.8047945205479452,7425,1488,352174,272604,4851503,True,False,Turkish
2338,LJoga,58796160,83475,1391.25,3.8116438356164384,7295,703,232212,153498,1938267,True,False,Portuguese
2339,Manalol,58779900,103215,1720.25,4.713013698630137,7697,568,283097,28429,2366035,True,True,Portuguese
2340,대용2 (rbwls1245),58760310,174495,2908.25,7.967808219178083,1537,336,9600,6121,1404331,True,False,Korean
2341,LPGjustJohnny,58693140,41325,688.75,1.8869863013698631,8679,1419,129857,24182,1737123,True,False,German
2342,ItsJSTN,58680600,29640,494.0,1.3534246575342466,6911,1979,345799,205250,1667392,True,False,English
2343,한국프로야구2 (kbo2),58588380,19470,324.5,0.8890410958904109,14580,3008,36685,36680,6046828,True,False,Korean
2344,Warchiwar,58551945,79065,1317.75,3.6102739726027395,3297,740,134126,24442,2321543,True,False,Spanish
2345,MarcoMerrino,58453380,38790,646.5,1.7712328767123289,12022,1506,191527,127771,1554603,True,False,Italian
2346,SAEVID,58444275,87930,1465.5,4.015068493150685,10755,664,209085,196094,4083440,True,False,English
2347,TaKe,58408905,78195,1303.25,3.5705479452054796,8128,746,19224,18200,5807578,True,True,German
2348,TooseFN,58384305,34005,566.75,1.5527397260273972,7590,1716,269968,179392,4018298,True,False,Russian
2349,Kerios,58343940,79215,1320.25,3.617123287671233,3234,736,146925,95773,3068373,True,False,Spanish
2350,皮弟 (opd_gooodoman),58330785,75135,1252.25,3.430821917808219,3775,776,69505,7455,2319535,True,True,Chinese
2351,HippieHabitat,58313340,117000,1950.0,5.342465753424658,5665,497,115645,63079,935652,True,False,English
2352,esl_csgo_pl,58309905,40050,667.5,1.8287671232876712,23981,1455,311742,17636,2607047,True,False,Polish
2353,PatStaresAt,58304430,47235,787.25,2.1568493150684933,5598,1233,86422,10737,746582,True,True,English
2354,LOLTiesel,58283385,100125,1668.75,4.571917808219178,1550,581,27294,11619,2194854,True,True,Greek
2355,Fenya,58235025,50730,845.5,2.3164383561643835,10913,1147,425320,130936,2642270,True,False,Russian
2356,caradechistegameplays,58234305,158385,2639.75,7.232191780821918,1126,367,29022,13383,690690,True,False,Spanish
2357,DnellTv,58217715,79230,1320.5,3.617808219178082,7739,734,98976,87091,646670,True,False,English
2358,림고수 (newnyup1),58157685,114645,1910.75,5.234931506849315,2072,506,16946,16052,684764,True,False,Korean
2359,Maty,58150980,96060,1601.0,4.3863013698630136,5763,604,56786,12200,2116553,True,False,German
2360,FK_ORCA,58119480,88110,1468.5,4.023287671232877,4929,659,80746,57871,1381907,True,True,English
2361,Loui5Ng,58110315,88380,1473.0,4.035616438356165,1767,656,48442,3016,1742793,True,False,Chinese
2362,Raxxanterax,58061535,162420,2707.0,7.416438356164384,3606,356,37758,25588,1701404,True,True,English
2363,Zander,58053675,127185,2119.75,5.807534246575343,11311,455,288181,26675,2812714,True,True,German
2364,GUANYAR,58037070,31095,518.25,1.41986301369863,6999,1865,215471,149182,1204831,False,False,Spanish
2365,최마치 (c_machi),58024740,132900,2215.0,6.068493150684931,2371,435,13870,11144,1040607,True,False,Korean
2366,冠賢 (gunguno),58012020,91455,1524.25,4.176027397260274,2660,633,34758,8587,1802420,True,True,Chinese
2367,微風 (breeze0920),57918720,145185,2419.75,6.629452054794521,2249,398,49982,10217,1594257,True,False,Chinese
2368,Alliestrasza,57867885,60060,1001.0,2.7424657534246575,17873,963,215031,25181,3364757,True,False,English
2369,TheoHS_,57758025,97020,1617.0,4.4301369863013695,2651,594,46936,6688,922456,True,False,English
2370,ChannelFireball,57703065,72000,1200.0,3.287671232876712,9785,801,69957,12772,1180436,True,False,English
2371,꽃빈 (flowervin),57586215,55590,926.5,2.5383561643835617,10062,1035,179112,19614,2018997,True,False,Korean
2372,Brunecia,57541995,86265,1437.75,3.9390410958904107,5969,666,193359,56494,1863182,True,True,Polish
2373,Delt4Forc3,57535290,113025,1883.75,5.160958904109589,5332,508,124574,15264,855602,True,True,Spanish
2374,ggbet_fifa,57513120,283470,4724.5,12.943835616438356,1587,202,9726,9726,3340347,False,False,Russian
2375,Zemie,57511320,152145,2535.75,6.947260273972603,3031,377,71179,61727,596442,True,False,English
2376,SuppyColleen,57492435,56835,947.25,2.595205479452055,3347,1011,131091,95230,2470921,True,False,English
2377,Lannik1,57488625,127125,2118.75,5.804794520547945,14985,451,114625,78969,1775197,True,True,Portuguese
2378,GAECHKATM,57486465,40575,676.25,1.8527397260273972,44007,1416,179849,170150,3647480,True,False,Russian
2379,Gavrilka,57462585,78375,1306.25,3.578767123287671,4767,732,191116,77899,6385178,True,False,English
2380,NS_4RT,57402795,155265,2587.75,7.08972602739726,2717,369,27763,9921,1320685,True,False,Portuguese
2381,永井博之 (piro0520),57390255,68025,1133.75,3.106164383561644,1538,843,12168,3234,876815,True,False,Japanese
2382,MYMTUMTUM69,57375225,120480,2008.0,5.501369863013698,8482,475,454998,100866,1757143,True,True,Spanish
2383,jake_ow,57339210,60150,1002.5,2.7465753424657535,4042,952,152555,54755,1184210,True,False,English
2384,glermz,57328110,142305,2371.75,6.497945205479452,2724,402,45337,12488,737563,True,True,English
2385,Alexclick,57283410,84315,1405.25,3.85,1808,678,74977,8425,2536029,True,True,French
2386,overtecknologie,57267630,80955,1349.25,3.6965753424657533,3550,706,224149,160755,1139089,True,False,French
2387,한국프로야구3 (kbo3),57260535,19305,321.75,0.8815068493150685,16634,2965,35463,35435,2580494,True,False,Korean
2388,Paluhh,57255030,58845,980.75,2.686986301369863,3293,972,120651,67822,1283510,True,False,Portuguese
2389,萌萌小蝶 (butterflyouo),57252570,58860,981.0,2.6876712328767125,9166,972,295933,18721,3906572,True,False,Chinese
2390,1Adrianaries1,57195255,52125,868.75,2.3801369863013697,3594,1096,199156,27697,1517768,True,False,English
2391,JuMayumin,57168885,20775,346.25,0.9486301369863014,12528,2751,338546,292951,3323902,True,False,Portuguese
2392,Lifecoach1981,57135795,111375,1856.25,5.085616438356165,2220,512,172535,-8268,609681,True,False,English
2393,Gona89,57129450,46425,773.75,2.1198630136986303,9934,1230,229152,147781,2101864,True,False,Spanish
2394,LowkoTV,57115380,109980,1833.0,5.021917808219178,2362,518,144980,16572,1297449,True,False,English
2395,Inframe15,57113505,129930,2165.5,5.932876712328767,4412,439,193230,145383,2013171,True,True,Spanish
2396,SUSSULEVRAI,57110565,104775,1746.25,4.784246575342466,2213,544,118689,39638,894523,True,True,French
2397,itzwarsz,57098325,101115,1685.25,4.617123287671233,25716,564,96517,96002,1393290,True,True,English
2398,TwoAngryGamersTV,57047085,141345,2355.75,6.454109589041096,7768,403,83747,10336,3115376,True,False,English
2399,渋谷ハル (shibuyahal),57009045,129570,2159.5,5.916438356164384,8397,439,73575,58394,1524907,False,False,Japanese
2400,xc3jo,57001680,88110,1468.5,4.023287671232877,3856,646,261238,208448,1711274,True,False,Spanish
2401,JonZherka,56991405,86985,1449.75,3.971917808219178,6268,654,121587,47078,1625991,False,True,English
2402,SirLarr,56959470,127275,2121.25,5.811643835616438,2482,446,120164,32751,1145615,True,True,English
2403,SalvDali,56932305,117000,1950.0,5.342465753424658,16614,486,27100,23700,1117006,True,False,English
2404,Eduardo_Hook  (eduardo_hook),56889915,89940,1499.0,4.1068493150684935,3858,632,49415,14219,669420,True,False,English
2405,彩學 (tetristhegrandmaster3),56850270,209415,3490.25,9.562328767123288,1345,270,19282,1840,851381,True,False,Chinese
2406,upmedia_live,56840340,8070,134.5,0.3684931506849315,24425,7042,81475,13078,2107185,True,False,Chinese
2407,michaelalfox,56806110,131820,2197.0,6.019178082191781,2155,430,55022,12545,986149,True,False,English
2408,YDCB,56689185,106425,1773.75,4.859589041095891,5668,532,141122,53516,1349316,True,False,English
2409,MikeShowSha,56668125,20805,346.75,0.95,15283,2723,397671,307115,952363,True,False,Italian
2410,夏玥白夜 (yuexiaon),56651895,517200,8620.0,23.616438356164384,295,109,4328,2486,367346,False,False,Chinese
2411,CashApp,56597565,13515,225.25,0.6171232876712329,45301,4187,451974,436698,2322648,True,True,English
2412,PoliteSniper,56586195,100620,1677.0,4.594520547945206,2273,561,26340,14215,3735745,True,False,Russian
2413,Jiozi,56559735,135795,2263.25,6.200684931506849,3240,416,220603,141538,3763323,True,False,Italian
2414,Wolfabelle,56557050,88260,1471.0,4.03013698630137,4700,640,135447,99265,1897948,True,False,English
2415,김기열 (kiyulking),56545140,117915,1965.25,5.384246575342465,6507,479,68856,10814,1966931,True,False,Korean
2416,Trinity,56525385,89895,1498.25,4.104794520547945,8344,628,184327,62934,2442908,True,True,French
2417,ToD,56524005,92685,1544.75,4.232191780821918,4677,609,62712,9323,1683468,True,False,English
2418,Zanfas_Cenegal,56513730,116325,1938.75,5.311643835616438,1645,485,44337,23700,1026744,True,True,Portuguese
2419,DarksydePhil,56479560,151980,2533.0,6.93972602739726,2136,371,97299,13644,917995,True,False,English
2420,EsVandal,56469465,49155,819.25,2.2445205479452053,9053,1148,178906,129497,1816008,True,False,Spanish
2421,DeliciousMilkGG,56463240,45585,759.75,2.0815068493150686,4732,1238,55011,27830,795719,True,False,English
2422,MAZA4KST,56433255,135570,2259.5,6.19041095890411,7030,415,36733,31039,1546218,True,True,Russian
2423,PipePunk,56418525,33915,565.25,1.5486301369863014,7256,1663,655867,312188,1833865,True,False,Spanish
2424,JeanMassietAccropolis,56401725,58170,969.5,2.6561643835616437,23397,969,83011,45892,2574649,True,False,French
2425,DJboucherie,56388930,133530,2225.5,6.097260273972603,1399,421,64830,9032,1695278,True,True,French
2426,xHankyy,56334570,100260,1671.0,4.578082191780822,11670,561,183693,108080,1282606,True,False,German
2427,ramzes,56321940,8850,147.5,0.4041095890410959,13903,6363,216819,65613,2337508,True,False,Other
2428,ViBElol,56183250,148905,2481.75,6.799315068493151,1849,376,50643,10423,816162,True,True,English
2429,MathoX,56090925,105855,1764.25,4.833561643835616,3199,529,127283,86423,1325108,True,False,French
2430,湘湘です (kannachan524),56075880,56925,948.75,2.5993150684931505,7851,984,108336,43263,5110609,True,True,Chinese
2431,dubs,56068545,23145,385.75,1.0568493150684932,11283,2421,436657,260757,2094659,True,False,English
2432,최케빈 (choikevin),56051910,85920,1432.0,3.9232876712328766,2820,651,95836,62632,789171,True,False,Korean
2433,VALORANT_Esports_EU,56040300,4920,82.0,0.22465753424657534,45367,11389,88675,86034,2948006,True,True,English
2434,moyorz87,55983615,123240,2054.0,5.627397260273972,12166,453,96130,70483,3763644,True,False,Spanish
2435,crazyfacetw,55829070,84405,1406.75,3.8541095890410957,3894,660,37388,30162,2139064,True,True,Chinese
2436,LiquidHasuObs,55810950,95025,1583.75,4.339041095890411,1415,586,25620,7188,973668,True,False,English
2437,wlpsks,55775415,75150,1252.5,3.4315068493150687,4888,741,107924,69750,1050715,True,False,Portuguese
2438,thejocraft_live,55758540,54825,913.75,2.5034246575342465,7627,1016,107687,48529,4360519,True,False,German
2439,x5_PiG,55737150,96345,1605.75,4.39931506849315,2272,577,78271,8912,1270020,True,False,English
2440,Sideshow,55734735,64335,1072.25,2.9376712328767125,4829,865,73125,19249,1002333,True,False,English
2441,ZORRO,55731135,92085,1534.75,4.204794520547945,4809,604,67518,59814,1104426,True,True,Spanish
2442,Venalis,55728225,111075,1851.25,5.071917808219178,23567,501,53812,12421,1282006,True,False,English
2443,wagnificent,55723365,137610,2293.5,6.2835616438356166,3601,404,67298,56329,737862,True,True,English
2444,Boneclinks,55698255,208395,3473.25,9.515753424657534,6422,266,96176,10803,943911,True,True,English
2445,og_meikr,55692300,101385,1689.75,4.629452054794521,4245,548,33190,31325,1914956,False,True,Spanish
2446,illumina1337,55637280,33480,558.0,1.5287671232876712,13426,1661,215346,174227,1173656,True,False,English
2447,Mitchflowerpower,55607070,92820,1547.0,4.238356164383561,2601,598,94507,13014,839672,True,False,English
2448,GohaMedia,55566435,149475,2491.25,6.825342465753424,3156,371,66312,5194,7789749,True,False,Russian
2449,fcsm_kefir,55555245,49770,829.5,2.2726027397260276,10966,1115,297482,39838,1518690,True,False,Russian
2450,Pepp,55542000,86400,1440.0,3.9452054794520546,32429,642,36991,14926,813922,True,True,English
2451,Ellesmere_Gaming,55522725,127185,2119.75,5.807534246575343,2242,436,30494,23557,1829100,True,False,English
2452,CmdKrieger,55517685,150285,2504.75,6.862328767123287,5861,368,213660,29773,3091609,True,True,German
2453,Avast,55514985,40335,672.25,1.8417808219178082,4042,1375,29160,9585,626357,True,True,English
2454,brunablince,55495770,115365,1922.75,5.267808219178082,4603,480,101706,80277,1487994,True,False,Portuguese
2455,VADIKUS007,55472460,74100,1235.0,3.3835616438356166,7716,748,56497,33301,2298138,True,True,English
2456,Katth,55354155,64725,1078.75,2.9554794520547945,21911,854,214540,103061,3969234,True,False,Spanish
2457,smqcked,55346760,59175,986.25,2.702054794520548,3783,934,278879,214187,1623575,True,False,English
2458,zainita,55345545,35940,599.0,1.641095890410959,19908,1539,425222,407086,2485616,True,True,Spanish
2459,thedanirep,55231230,26010,433.5,1.1876712328767123,6901,2123,729942,618515,2413722,True,False,Spanish
2460,jenntacles,55179390,90720,1512.0,4.142465753424657,30142,607,32525,29882,774240,True,False,English
2461,Karma,55147560,49890,831.5,2.278082191780822,15357,1104,394678,39348,1081031,True,True,English
2462,Remx,55111125,105975,1766.25,4.839041095890411,3576,519,182651,33734,1315001,True,False,French
2463,Akademiks,55111110,19830,330.5,0.9054794520547945,14730,2778,267778,84982,619552,True,True,English
2464,negaoryx,55064520,52770,879.5,2.4095890410958902,83588,1042,105193,15372,12294317,True,False,English
2465,Holmes,55025040,27465,457.75,1.2541095890410958,11194,2002,332944,166760,2919614,True,False,Turkish
2466,8cho,55012095,9390,156.5,0.42876712328767125,13784,5858,471818,325572,1815893,True,False,Spanish
2467,Phobyac,54984990,132240,2204.0,6.038356164383561,8711,415,23116,13553,4586642,True,False,Spanish
2468,TheNicoleT,54966180,61245,1020.75,2.7965753424657533,4493,896,296351,223682,4610973,True,True,English
2469,Moadmoad,54958620,135390,2256.5,6.182191780821918,2952,405,41506,32811,2232714,True,True,English
2470,으음㈜ (nrmtzv),54932310,233205,3886.75,10.648630136986302,709,235,17522,1478,915623,True,False,Korean
2471,Fonbet_NBA,54929700,190920,3182.0,8.717808219178082,1847,287,38393,8815,3315412,False,False,Russian
2472,Agusbob,54911925,57885,964.75,2.643150684931507,7197,948,271692,202615,2188445,True,False,Spanish
2473,Nono_LoL,54815550,126780,2113.0,5.789041095890411,2958,431,125914,21487,1445879,True,False,French
2474,MurderCrumpet,54804720,44955,749.25,2.052739726027397,4702,1218,32251,28893,595227,True,True,English
2475,Deansocool,54773820,116235,1937.25,5.307534246575343,11593,470,113626,102684,1801854,True,False,English
2476,Nakkida,54729855,105510,1758.5,4.817808219178082,4615,518,65313,11687,739606,True,True,English
2477,xixauxas,54726705,116205,1936.75,5.306164383561644,10994,470,56038,50110,1819943,True,False,Spanish
2478,NaklasLIVE,54724470,131070,2184.5,5.984931506849315,3630,417,166304,39490,3677518,True,False,Thai
2479,Classify,54711795,63450,1057.5,2.8972602739726026,16660,861,102344,52779,1420193,True,False,English
2480,Aelris_,54703815,188820,3147.0,8.621917808219179,2608,289,45774,8499,2713957,True,True,Russian
2481,yodapgm,54626445,65850,1097.5,3.006849315068493,4550,829,174545,165041,1347122,True,False,French
2482,Cesarvsc,54594420,171495,2858.25,7.830821917808219,1881,317,57946,54113,2048465,True,True,Portuguese
2483,Ac7ionMan,54589125,150795,2513.25,6.885616438356164,10848,361,122678,57952,659422,True,True,English
2484,codemiko,54576000,39990,666.5,1.826027397260274,19795,1364,359906,253391,1830321,True,True,English
2485,iklooode25,54561060,8925,148.75,0.4075342465753425,25793,6112,418710,131358,525464,True,False,Arabic
2486,mehdideluxe,54520650,103995,1733.25,4.748630136986302,27968,523,101315,55855,1174361,True,True,German
2487,Ki11erSix,54449700,61545,1025.75,2.8102739726027397,3452,884,164463,37314,1228145,True,True,English
2488,Pyrionflax,54409485,137265,2287.75,6.267808219178082,2953,395,133056,10487,1096974,True,True,English
2489,AvaGG,54379500,95715,1595.25,4.370547945205479,79859,567,448844,38856,7267968,True,True,English
2490,MaryMaybe,54288960,216225,3603.75,9.873287671232877,2005,250,111621,25778,1390719,True,False,English
2491,HITPOINTCZ,54279465,72690,1211.5,3.319178082191781,7417,746,99196,13194,3364237,True,False,Czech
2492,witwix,54278370,44580,743.0,2.0356164383561643,6880,1216,348338,-16102,1027775,True,True,English
2493,Colas_Bim,54264825,55260,921.0,2.5232876712328767,3516,981,255751,155605,1748481,True,True,French
2494,KindaFunnyGames,54244125,55875,931.25,2.5513698630136985,12771,970,159983,13734,1163145,True,True,English
2495,terence_,54200370,160275,2671.25,7.318493150684931,2666,337,16911,4685,813810,True,True,German
2496,Syna,54200250,30300,505.0,1.3835616438356164,11619,1788,78083,74437,1859567,True,False,Turkish
2497,우정잉 (nanajam777),54176475,37230,620.5,1.7,4914,1454,230480,29461,3120190,True,False,Korean
2498,RabiesTV,54169620,136095,2268.25,6.214383561643835,2479,397,24333,13056,216220,False,True,English
2499,JTaz_,54163245,98085,1634.75,4.478767123287671,3179,551,130580,72736,1271786,True,False,Italian
2500,JonSandman,54088080,48915,815.25,2.2335616438356163,22073,1105,411579,110019,1515880,True,True,English
2501,湯米 (chen810830),54052095,40995,683.25,1.871917808219178,11752,1318,64988,18588,1475669,True,True,Chinese
2502,ESL_Australia,54039375,25440,424.0,1.1616438356164382,32151,2123,60237,29414,4403111,True,False,English
