,Channel,Watch time,Stream time,Hours streamed in 2020,Daily streamtime (hours),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language
888,Pengu,170726835,68910,1148.5,3.1465753424657534,7707,2477,867750,242384,5137477,True,True,English
889,rickyedit,170646720,88980,1483.0,4.063013698630137,9382,1917,407497,319125,6247519,True,True,Spanish
890,RevedTV,170626455,75615,1260.25,3.452739726027397,12797,2255,415474,274894,5448510,True,False,German
891,KayzahR,170567190,76650,1277.5,3.5,16282,2224,100870,90629,1809603,True,True,German
892,LightFuryLF,170444715,110625,1843.75,5.051369863013699,8426,1540,60053,25979,4988446,True,False,Thai
893,RebeuDeter,170433285,23355,389.25,1.0664383561643835,24675,7297,284405,250116,3261959,True,False,French
894,fer,170423910,24285,404.75,1.108904109589041,40497,7017,554406,250793,6276592,True,True,Portuguese
895,Valkia,168674745,106860,1781.0,4.879452054794521,16320,1578,303301,129730,5568150,True,False,English
896,H0llyLP,168625935,138150,2302.5,6.308219178082192,6886,1220,163319,19488,3274750,True,True,German
897,aminematue,168526230,45600,760.0,2.0821917808219177,23262,3695,157036,152756,2937266,True,False,French
898,PsheroTV,168463185,143745,2395.75,6.563698630136987,4447,1171,225478,38317,4418494,True,True,English
899,FarfadoxVEVO,168401880,35940,599.0,1.641095890410959,52397,4685,556678,434675,3869972,True,False,Spanish
900,cacho01,168000195,59535,992.25,2.7184931506849317,18552,2821,367552,250533,2917811,True,False,Spanish
901,Skadoodle,167988885,49020,817.0,2.2383561643835614,30357,3426,620982,177659,3782436,True,True,English
902,亞洲統神 (asiagodtonegg3be0),167911440,36045,600.75,1.645890410958904,9877,4657,494643,11666,6068847,True,False,Chinese
903,MANvsGAME,167793735,81900,1365.0,3.73972602739726,7328,2048,511497,2096,2655389,True,True,English
904,짬타수아 (zzamtiger0310),167674590,85995,1433.25,3.9267123287671235,15838,1949,200745,40707,7043298,True,False,Korean
905,Broxah,167645505,37800,630.0,1.726027397260274,11927,4434,327905,119429,3923592,True,False,English
906,jorbs,167590830,128610,2143.5,5.872602739726028,5274,1302,90213,31953,1725735,True,False,English
907,rxnexus,167397090,127215,2120.25,5.808904109589041,5460,1315,266769,31046,6416726,True,False,Russian
908,wintergaming,167233140,226740,3779.0,10.353424657534246,2501,737,267181,15864,3622538,True,False,English
909,livekiss,166916445,337725,5628.75,15.42123287671233,7435,493,31698,2066,1317178,True,False,Chinese
910,melina,166830495,70500,1175.0,3.219178082191781,13387,2365,465574,393562,15214793,True,True,English
911,매직박 (yagubu),166820475,98445,1640.75,4.495205479452054,25478,1694,78387,68811,5211319,True,False,Korean
912,sujagg,166798110,108315,1805.25,4.945890410958904,10215,1539,380383,334277,6583647,True,False,Spanish
913,BRNWOWZK1,166715955,395625,6593.75,18.065068493150687,6981,420,182732,61983,5297188,True,True,Portuguese
914,aDrive,165783000,88125,1468.75,4.023972602739726,12766,1880,500344,80832,2934839,True,False,English
915,paulanobre,165434940,144945,2415.75,6.618493150684931,5621,1140,370071,309803,7966031,True,False,Portuguese
916,Hungrybox,165215025,95505,1591.75,4.360958904109589,19412,1729,267667,124236,3378798,True,False,English
917,Jasper7se,165005475,89625,1493.75,4.092465753424658,12635,1840,59336,34973,3234626,True,False,Japanese
918,Weak3n,164902260,123210,2053.5,5.626027397260274,3408,1337,200990,29851,7096109,True,False,English
919,nugiyen,164828805,156375,2606.25,7.140410958904109,7355,1053,126978,18810,3238214,True,False,English
920,Herdyn,164660160,117570,1959.5,5.368493150684931,5000,1399,612969,262155,7131718,True,True,Czech
921,eliasn97,164547735,19140,319.0,0.873972602739726,78144,8596,276509,211385,1199834,False,False,German
922,SmittyW,164532315,103410,1723.5,4.721917808219178,5546,1590,84645,53309,4276409,True,True,Spanish
923,SirhcEz,164432235,133305,2221.75,6.086986301369863,5928,1232,589192,23581,2916945,True,False,English
924,Multiplayerit,164306835,129540,2159.0,5.9150684931506845,15237,1267,68512,22199,35605586,True,False,Italian
925,WorldofWarships,164195595,42045,700.75,1.91986301369863,54598,3904,215339,131133,7010118,True,True,Russian
926,Lasqa,163538685,52560,876.0,2.4,10010,3110,140114,24228,4622824,True,True,Russian
927,DaigoTheBeasTV,162884640,64845,1080.75,2.960958904109589,27261,2511,193177,50456,4046485,False,False,Japanese
928,Linkus7,162648585,124095,2068.25,5.666438356164384,5181,1310,156498,87325,2005315,True,False,English
929,Datto,162551160,65670,1094.5,2.9986301369863013,81815,2474,580487,90165,5469948,True,True,English
930,ROBN,162549075,150090,2501.5,6.853424657534247,73664,1082,78379,67049,1919008,True,False,English
931,DieHahn,162071670,119820,1997.0,5.471232876712329,9328,1352,246398,34052,2905902,True,True,German
932,LaChilenaBelu,162024810,77295,1288.25,3.5294520547945205,30507,2095,1145532,798395,10068204,True,True,Spanish
933,gskianto,161856345,309870,5164.5,14.14931506849315,8080,521,371016,263338,5181063,True,True,Italian
934,CaMaK,161775075,91620,1527.0,4.183561643835616,9437,1765,154270,8809,3091752,True,True,French
935,Paramaxil,161632305,67455,1124.25,3.08013698630137,10091,2395,136376,111968,4168052,True,False,Polish
936,iceiceice,161477130,48225,803.75,2.202054794520548,8409,3347,205508,70225,3284523,True,False,English
937,iProMx,161196615,32280,538.0,1.473972602739726,8874,4993,165427,58238,1440252,True,False,French
938,purple_hs,161184900,123510,2058.5,5.63972602739726,4972,1304,90849,12012,1537540,True,False,English
939,Uthenera,161167860,78690,1311.5,3.5931506849315067,9460,2047,440821,75783,4687151,True,True,Turkish
940,keiozin,160680795,64905,1081.75,2.963698630136986,19626,2475,292072,272694,5657372,True,False,Portuguese
941,Naru,160610070,52260,871.0,2.3863013698630136,13744,3072,387341,150888,7201679,True,False,Turkish
942,iiTzTimmy,160539315,163560,2726.0,7.468493150684932,17646,980,227195,174824,3322779,True,False,English
943,Shadoune666,160452690,112365,1872.75,5.130821917808219,11472,1427,355671,331413,5084132,True,False,Spanish
944,Snip3down,160390290,119175,1986.25,5.441780821917808,22992,1345,268612,154430,3407796,True,True,English
945,JEFFAOCS,160204110,280275,4671.25,12.797945205479452,6414,571,157330,125624,4335708,True,True,Portuguese
946,easywithaces,160179315,108660,1811.0,4.961643835616439,14484,1473,101946,37013,3354219,True,True,English
947,SilentSentry,160126035,129210,2153.5,5.9,5572,1238,309364,17313,2113373,True,False,English
948,Lacari,160051635,132885,2214.75,6.067808219178082,16687,1203,215233,84753,2946929,True,True,English
949,iGeStarK,159728010,84360,1406.0,3.852054794520548,13893,1892,315812,252133,3682200,True,False,Spanish
950,PardonMyTake,159540870,29505,491.75,1.3472602739726027,141406,5406,149017,147790,3417920,True,False,English
951,逼比 (bebelolz),159294480,63420,1057.0,2.8958904109589043,7592,2511,271855,26890,7183879,True,False,Chinese
952,cidcidoso,159220635,60900,1015.0,2.780821917808219,10796,2613,277827,234891,6829988,True,False,Portuguese
953,Preachlfw,159151920,72765,1212.75,3.3226027397260274,32710,2186,218691,62210,3165790,True,True,English
954,THump,159136965,106545,1775.75,4.865068493150685,9371,1493,265442,81089,2039448,True,True,English
955,AladdinTV,158998680,140040,2334.0,6.394520547945206,3884,1134,112956,27289,3416163,True,False,German
956,貝莉莓 (beryl_lulu),158771355,73980,1233.0,3.378082191780822,15901,2145,177254,51385,11213677,True,False,Chinese
957,UCCleague,158550600,97380,1623.0,4.446575342465754,16662,1627,256227,53787,10162010,True,False,Russian
958,크캣66 (crazzyccat),158325165,187950,3132.5,8.582191780821917,3287,841,54965,31366,2547210,True,False,Korean
959,BTSBrasilFPS,158242425,114330,1905.5,5.220547945205479,126254,1383,172702,129414,4524692,True,False,Portuguese
960,akagreenn,158222085,35205,586.75,1.6075342465753424,21136,4493,145420,133504,4246777,True,False,Turkish
961,Rekinss,157931745,179325,2988.75,8.188356164383562,7476,880,492472,259965,4789534,True,False,Italian
962,StolenBR,157911315,147720,2462.0,6.745205479452054,7380,1068,177013,140088,3491884,True,False,Portuguese
963,JonBams,157682970,91470,1524.5,4.176712328767123,5577,1723,340384,75331,2104438,True,True,English
964,SackziTV,157596750,106575,1776.25,4.866438356164384,8230,1478,309665,131554,2331049,True,False,French
965,Silithur,157501950,111105,1851.75,5.073287671232877,38176,1417,400221,282312,5368326,True,False,Spanish
966,薛喜 (qq7925168),157129965,92115,1535.25,4.206164383561644,9542,1705,54730,16319,2923572,True,False,Chinese
967,ritOgaming,156938550,263115,4385.25,12.014383561643836,22851,595,96863,61511,7784912,True,False,French
968,pankylol,156847920,47445,790.75,2.1664383561643836,17394,3305,360851,177021,7973622,True,True,Turkish
969,しゃるる (syaruru3),156595935,109935,1832.25,5.01986301369863,3710,1424,39220,10776,3638570,True,False,Japanese
970,Weron8,156507540,163365,2722.75,7.4595890410958905,20641,957,46823,50169,2546002,True,False,Russian
971,BreaK,156471555,112305,1871.75,5.1280821917808215,11485,1392,312632,7626,4217421,True,False,English
972,Mylonzete,156275235,48450,807.5,2.212328767123288,10308,3225,348100,182876,4873780,True,False,Portuguese
973,JokerdTV,156251385,108030,1800.5,4.932876712328767,5444,1445,163791,19929,3917588,True,True,English
974,Goes_x,156007515,97500,1625.0,4.4520547945205475,15990,1599,100058,98567,4703014,True,True,Spanish
975,PainLivestream,155856315,97515,1625.25,4.4527397260273975,15002,1597,484615,74216,2340552,True,True,German
976,룩삼 (looksam),155789055,74490,1241.5,3.4013698630136986,15205,2090,285578,-4717,5718901,True,False,Korean
977,Harmii,155528445,116730,1945.5,5.33013698630137,7514,1331,400317,173070,4223017,True,False,German
978,pizfn,155504325,141810,2363.5,6.475342465753425,5989,1096,202904,146426,4452647,True,False,Italian
979,LumeiFei,155278845,167145,2785.75,7.632191780821918,3125,928,50820,38201,2395269,True,False,Portuguese
980,btsrocketleague,155245980,61815,1030.25,2.8226027397260274,31492,2511,217477,127351,2451617,True,False,English
981,KayaYanar,154967085,29010,483.5,1.3246575342465754,14908,5341,297087,283920,4645967,True,True,German
982,zorlaKOKA,154575885,105870,1764.5,4.8342465753424655,4977,1459,389568,90558,10199835,True,False,Portuguese
983,AkTep,154561305,96720,1612.0,4.416438356164384,6300,1597,270120,71943,4083410,True,True,Russian
984,칸데르니아 (jmjdoc),154323240,178995,2983.25,8.173287671232877,3101,861,34909,10857,5224979,True,False,Korean
985,Yamikazexz,154125660,71010,1183.5,3.2424657534246575,12411,2170,245454,170717,6195508,True,False,English
986,Corobizar,153682245,80640,1344.0,3.682191780821918,11200,1905,300627,82968,4637863,True,False,French
987,Punz,153446850,60030,1000.5,2.741095890410959,31509,2555,566835,409348,3083084,True,False,English
988,mailand,152741295,87840,1464.0,4.010958904109589,6867,1738,108177,39875,4284688,True,True,German
989,CarTmaNzbs,152700450,95295,1588.25,4.351369863013699,7809,1601,406853,66348,9710323,True,False,Russian
990,BULLSEYE,152637225,119265,1987.75,5.445890410958904,8446,1279,116020,87805,6295225,True,False,Russian
991,Alkaizerx,152451360,121545,2025.75,5.55,9425,1253,160696,11321,2803210,True,True,English
992,AyarBaffo,152035335,98595,1643.25,4.502054794520548,8763,1541,305272,262691,3137876,True,False,Italian
993,xth0rek,151779390,53325,888.75,2.434931506849315,8999,2845,134211,123019,3534244,True,False,Polish
994,Sonecarox,151445850,239625,3993.75,10.941780821917808,2445,631,100515,21351,2755805,True,True,Portuguese
995,CarritosKami,150938070,108330,1805.5,4.946575342465754,14634,1392,171949,58508,5834964,True,False,Spanish
996,BrookeAB,150849630,58140,969.0,2.654794520547945,24357,2594,988930,357632,7225464,True,False,English
997,Natsumiii,150707535,119685,1994.75,5.465068493150685,25983,1258,324781,171365,3679651,True,False,English
998,PrimeVideo,150673125,5745,95.75,0.2623287671232877,98712,26226,302304,149135,30929415,True,False,English
999,elxokas,150609945,78600,1310.0,3.589041095890411,11439,1915,266362,42567,5224571,True,False,Spanish
1000,CeMka,150435615,112995,1883.25,5.159589041095891,18473,1331,97911,28585,6969791,True,True,Russian
1001,Flambass,150390900,142650,2377.5,6.513698630136986,6024,1053,80009,23948,2473548,True,True,English
1002,Ezekiel_III,150327600,114225,1903.75,5.215753424657534,19802,1315,195799,10198,4353642,True,True,English
1003,blackelespanolito,150298260,75450,1257.5,3.4452054794520546,21768,1991,410655,236784,5081006,True,False,Spanish
1004,Fragnance,150270375,125745,2095.75,5.741780821917808,8398,1194,174125,20983,4010212,True,False,English
1005,TobiasFate,150179685,137925,2298.75,6.2979452054794525,5103,1088,722925,36142,4870667,True,False,English
1006,snoodyboo,150146880,124350,2072.5,5.678082191780822,5165,1207,79028,35469,7478227,True,False,Spanish
1007,Tanxlive,150145215,161655,2694.25,7.381506849315069,8134,928,260185,43015,7685549,True,True,Thai
1008,chessbrah,149987130,160440,2674.0,7.326027397260274,13296,934,168440,62946,11339430,True,False,English
1009,Hitchariide,149553300,94260,1571.0,4.304109589041096,23726,1586,197376,60464,2066376,True,True,English
1010,KVYZEE,149501295,153720,2562.0,7.019178082191781,8354,972,140936,59149,6472487,True,False,Russian
1011,Enviosity,149256720,122370,2039.5,5.587671232876712,10038,1219,181082,87488,2420880,True,False,English
1012,RayNarvaezJr,149216550,86475,1441.25,3.9486301369863015,26625,1725,544951,30306,3635705,True,False,English
1013,TaliaMar,149119560,90015,1500.25,4.11027397260274,11837,1656,440028,360744,7521330,True,False,English
1014,랄로 (aba4647),149078550,35625,593.75,1.6267123287671232,24361,4184,211312,147473,3552418,True,False,Korean
1015,OhTofu,149066025,101670,1694.5,4.642465753424657,7674,1465,123809,61286,2209385,True,True,English
1016,lilsimsie,148773090,50130,835.5,2.289041095890411,23223,2967,338673,204646,3577934,True,False,English
1017,thaCOOP,148675620,79425,1323.75,3.6267123287671232,7470,1871,77521,59679,1951572,True,False,English
1018,innocents,148656915,99585,1659.75,4.5472602739726025,13654,1492,635265,313986,4175430,True,True,English
1019,ScreaM,148624005,33345,555.75,1.5226027397260273,27007,4456,1112475,354712,8442376,True,True,English
1020,JohnnyBoi_i,148515990,33645,560.75,1.5363013698630137,32304,4413,312292,153238,3998721,True,False,English
1021,nookyyy,148361850,166050,2767.5,7.582191780821918,7393,892,208490,43574,4402704,True,True,German
1022,PotasticP,148284360,61950,1032.5,2.828767123287671,25386,2393,278811,271411,4326929,True,False,English
1023,kragiee,148248045,119730,1995.5,5.467123287671233,12941,1237,265135,52192,3254970,True,False,English
1024,GodHunt,147968565,104850,1747.5,4.787671232876712,19032,1410,205686,22797,6669723,True,False,Russian
1025,g2perkz,147873105,19110,318.5,0.8726027397260274,21709,7737,392099,199100,5885289,True,False,English
1026,MiltonTPike1,147692880,90945,1515.75,4.152739726027397,8838,1623,233842,16939,1957916,True,False,English
1027,Adekvat,147678105,71640,1194.0,3.271232876712329,14933,2060,138872,49335,4540528,True,False,Russian
1028,HealthyGamer_GG,147552405,18315,305.25,0.8363013698630137,72510,8056,439388,367358,3691893,True,False,English
1029,Fundy,147103620,26235,437.25,1.1979452054794522,63108,5606,1093756,836454,4383115,True,False,English
1030,AnneMunition,146950140,94680,1578.0,4.323287671232877,37236,1551,638399,52540,7667576,True,False,English
1031,FanHOTS,146866725,132600,2210.0,6.054794520547945,2104,1107,71605,24919,2828344,True,False,English
1032,Lutti,146609295,100965,1682.75,4.61027397260274,37121,1451,253829,151987,3626307,True,False,French
1033,AhriNyan,146261205,38520,642.0,1.7589041095890412,37732,3796,682008,461220,14180076,True,False,Russian
1034,YOLOAVENTURAS,145343535,22005,366.75,1.0047945205479452,47721,6604,782308,781365,4692330,True,False,Spanish
1035,미라지 (mirage720),145310175,89040,1484.0,4.065753424657534,30706,1631,363773,100721,5135413,True,False,Korean
1036,MrTLexify,145233225,39150,652.5,1.7876712328767124,15409,3709,429720,171633,1834894,True,False,English
1037,HOLLYWOOD285,145062450,171960,2866.0,7.852054794520548,3825,843,125188,76645,1502020,True,False,Italian
